OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
11786;B000013218;B000117871;Responsabile dell'attività di intermediazione;
11787;B000637277;B000548946;Responsabile dell'attività di intermediazione;
11788;B000636645;B000591792;Responsabile dell'attività di intermediazione;
11789;B000637164;B000637165;Responsabile dell'attività di intermediazione;
11790;B000743227;B000751958;Rappresentante Legale;
11791;A000562050;A000433842;Responsabile dell'attività di intermediazione;
11792;B000117974;B000676519;Responsabile dell'attività di intermediazione;
11793;B000299069;B000638846;Rappresentante Legale;
11794;B000143113;B000548946;Responsabile dell'attività di intermediazione;
11795;A000113681;A000635013;Responsabile dell'attività di intermediazione;
11796;A000596151;A000799526;Responsabile dell'attività di intermediazione;
11797;A000005197;A000508375;Responsabile dell'attività di intermediazione;
11798;A000137041;A000635564;Responsabile dell'attività di intermediazione;
11799;A000640959;A000391800;Responsabile dell'attività di intermediazione;
11800;A000329202;A000666184;Responsabile dell'attività di intermediazione;
11801;A000004184;A000343783;Responsabile dell'attività di intermediazione;
11802;B000492162;B000666490;Rappresentante Legale;
11803;B000333233;B000539295;Rappresentante Legale;
11804;A000601686;A000604164;Responsabile dell'attività di intermediazione;
11805;A000644958;A000136995;Responsabile dell'attività di intermediazione;
11806;B000008850;B000805781;Responsabile dell'attività di intermediazione;
11807;B000008850;B000805781;Rappresentante Legale;
11808;A000076249;A000742816;Responsabile dell'attività di intermediazione;
11809;A000008791;A000642876;Responsabile dell'attività di intermediazione;
11810;A000394466;A000648875;Responsabile dell'attività di intermediazione;
11811;A000183838;A000708116;Responsabile dell'attività di intermediazione;
11812;A000001413;A000754724;Responsabile dell'attività di intermediazione;
11813;A000245546;A000583824;Responsabile dell'attività di intermediazione;
11814;A000426467;A000060298;Responsabile dell'attività di intermediazione;
11815;B000638534;B000747687;Rappresentante Legale;
11816;B000543878;B000218639;Responsabile dell'attività di intermediazione;
11817;A000065066;A000671040;Responsabile dell'attività di intermediazione;
11818;B000649141;B000051384;Responsabile dell'attività di intermediazione;
11819;A000082070;A000480209;Responsabile dell'attività di intermediazione;
11820;A000005054;A000558403;Responsabile dell'attività di intermediazione;
11821;B000275351;B000635761;Rappresentante Legale;
11822;A000166483;A000811265;Responsabile dell'attività di intermediazione;
11823;A000131851;A000747132;Responsabile dell'attività di intermediazione;
11824;A000165722;A000611838;Responsabile dell'attività di intermediazione;
11825;A000651462;A000758103;Responsabile dell'attività di intermediazione;
11826;A000071724;A000187363;Responsabile dell'attività di intermediazione;
11827;B000068972;B000627881;Responsabile dell'attività di intermediazione;
11828;A000651893;A000671264;Responsabile dell'attività di intermediazione;
11829;A000010212;A000646097;Responsabile dell'attività di intermediazione;
11830;A000154227;A000677155;Responsabile dell'attività di intermediazione;
11831;A000144347;A000331624;Responsabile dell'attività di intermediazione;
11832;B000166188;B000554308;Responsabile dell'attività di intermediazione;
11833;B000166188;B000554308;Rappresentante Legale;
11834;A000655901;A000655904;Responsabile dell'attività di intermediazione;
11835;B000655534;B000728702;Responsabile dell'attività di intermediazione;
11836;A000654091;A000579521;Responsabile dell'attività di intermediazione;
11837;A000380274;A000739006;Responsabile dell'attività di intermediazione;
11838;A000004950;A000179333;Responsabile dell'attività di intermediazione;
11839;B000657468;B000267222;Responsabile dell'attività di intermediazione;
11840;A000335468;A000573400;Responsabile dell'attività di intermediazione;
11841;A000055420;A000362124;Responsabile dell'attività di intermediazione;
11842;A000055823;A000055815;Responsabile dell'attività di intermediazione;
11843;A000657018;A000778826;Responsabile dell'attività di intermediazione;
11844;A000657828;A000789906;Responsabile dell'attività di intermediazione;
11845;A000083504;A000171552;Responsabile dell'attività di intermediazione;
11846;A000253750;A000580937;Responsabile dell'attività di intermediazione;
11847;B000080144;B000123012;Responsabile dell'attività di intermediazione;
11848;B000659529;B000117871;Responsabile dell'attività di intermediazione;
11849;A000077069;A000388620;Responsabile dell'attività di intermediazione;
11850;B000372132;B000605367;Responsabile dell'attività di intermediazione;
11851;A000663541;A000778453;Responsabile dell'attività di intermediazione;
11852;B000056914;B000659528;Rappresentante Legale;
11853;A000007167;A000291110;Responsabile dell'attività di intermediazione;
11854;B000218047;B000405132;Responsabile dell'attività di intermediazione;
11855;A000005225;A000331531;Responsabile dell'attività di intermediazione;
11856;A000083717;A000317504;Responsabile dell'attività di intermediazione;
11857;A000004050;A000103601;Responsabile dell'attività di intermediazione;
11858;B000660154;B000732973;Responsabile dell'attività di intermediazione;
11859;A000009118;A000426932;Responsabile dell'attività di intermediazione;
11860;B000660091;B000710644;Rappresentante Legale;
11861;B000666740;B000014435;Responsabile dell'attività di intermediazione;
11862;A000186910;A000726696;Responsabile dell'attività di intermediazione;
11863;A000115333;A000372722;Responsabile dell'attività di intermediazione;
11864;A000661005;A000642053;Responsabile dell'attività di intermediazione;
11865;A000061947;A000774040;Responsabile dell'attività di intermediazione;
11866;B000662329;B000805368;Responsabile dell'attività di intermediazione;
11867;B000083976;B000700783;Responsabile dell'attività di intermediazione;
11868;B000360140;B000766906;Rappresentante Legale;
11869;A000003800;A000311806;Responsabile dell'attività di intermediazione;
11870;B000662813;B000671448;Responsabile dell'attività di intermediazione;
11871;B000662813;B000671448;Rappresentante Legale;
11872;A000671246;A000671534;Responsabile dell'attività di intermediazione;
11873;A000079672;A000548297;Responsabile dell'attività di intermediazione;
11874;A000072025;A000300885;Responsabile dell'attività di intermediazione;
11875;A000664932;A000672321;Responsabile dell'attività di intermediazione;
11876;A000050867;A000310947;Responsabile dell'attività di intermediazione;
11877;A000330567;A000311101;Responsabile dell'attività di intermediazione;
11878;A000120214;A000743060;Responsabile dell'attività di intermediazione;
11879;A000011125;A000764098;Responsabile dell'attività di intermediazione;
11880;B000053556;B000782693;Responsabile dell'attività di intermediazione;
11881;A000143712;A000503786;Responsabile dell'attività di intermediazione;
11882;A000011469;A000433390;Responsabile dell'attività di intermediazione;
11883;A000166074;A000581758;Responsabile dell'attività di intermediazione;
11884;A000154016;A000154005;Responsabile dell'attività di intermediazione;
11885;B000613720;B000762777;Responsabile dell'attività di intermediazione;
11886;A000122935;A000200008;Responsabile dell'attività di intermediazione;
11887;B000766453;B000773520;Rappresentante Legale;
11888;A000666722;A000803573;Responsabile dell'attività di intermediazione;
11889;B000064168;B000803747;Rappresentante Legale;
11890;A000099725;A000617769;Responsabile dell'attività di intermediazione;
11891;A000085042;A000497379;Responsabile dell'attività di intermediazione;
11892;A000159425;A000224690;Responsabile dell'attività di intermediazione;
11893;A000053385;A000704070;Responsabile dell'attività di intermediazione;
11894;B000052881;B000190145;Responsabile dell'attività di intermediazione;
11895;B000052881;B000306508;Responsabile dell'attività di intermediazione;
11896;A000132954;A000588736;Responsabile dell'attività di intermediazione;
11897;B000400189;B000548397;Rappresentante Legale;
11898;A000171773;A000663768;Responsabile dell'attività di intermediazione;
11899;B000057784;B000057783;Rappresentante Legale;
11900;B000002045;B000193286;Rappresentante Legale;
11901;B000064572;B000060461;Rappresentante Legale;
11902;A000336122;A000446348;Responsabile dell'attività di intermediazione;
11903;A000115695;A000115691;Responsabile dell'attività di intermediazione;
11904;A000670508;A000793923;Responsabile dell'attività di intermediazione;
11905;B000668742;B000676295;Rappresentante Legale;
11906;A000572961;A000671528;Responsabile dell'attività di intermediazione;
11907;B000444548;B000671967;Rappresentante Legale;
11908;A000561165;A000671243;Responsabile dell'attività di intermediazione;
11909;A000123997;A000131749;Responsabile dell'attività di intermediazione;
11910;A000180745;A000186206;Responsabile dell'attività di intermediazione;
11911;A000130151;A000078843;Responsabile dell'attività di intermediazione;
11912;B000671422;B000688847;Rappresentante Legale;
11913;A000264355;A000107867;Responsabile dell'attività di intermediazione;
11914;B000126977;B000548946;Responsabile dell'attività di intermediazione;
11915;A000390560;A000120283;Responsabile dell'attività di intermediazione;
11916;A000628695;A000576784;Responsabile dell'attività di intermediazione;
11917;A000675086;A000068131;Responsabile dell'attività di intermediazione;
11918;B000735690;B000738614;Rappresentante Legale;
11919;A000435342;A000508374;Responsabile dell'attività di intermediazione;
11920;A000081918;A000082196;Responsabile dell'attività di intermediazione;
11921;A000158681;A000252010;Responsabile dell'attività di intermediazione;
11922;A000116789;A000076817;Responsabile dell'attività di intermediazione;
11923;A000675089;A000458469;Responsabile dell'attività di intermediazione;
11924;A000673729;A000674486;Responsabile dell'attività di intermediazione;
11925;A000634788;A000616834;Responsabile dell'attività di intermediazione;
11926;A000124788;A000509695;Responsabile dell'attività di intermediazione;
11927;B000627667;B000700679;Rappresentante Legale;
11928;A000007739;A000069479;Responsabile dell'attività di intermediazione;
11929;A000099001;A000460466;Responsabile dell'attività di intermediazione;
11930;A000675452;A000762082;Responsabile dell'attività di intermediazione;
11931;B000013362;B000605956;Rappresentante Legale;
11932;A000132741;A000124215;Responsabile dell'attività di intermediazione;
11933;B000007725;B000049145;Responsabile dell'attività di intermediazione;
11934;B000675779;B000675780;Rappresentante Legale;
11935;B000676795;B000267996;Rappresentante Legale;
11936;A000676209;A000699743;Responsabile dell'attività di intermediazione;
11937;A000116641;A000401833;Responsabile dell'attività di intermediazione;
11938;A000642547;A000584544;Responsabile dell'attività di intermediazione;
11939;A000401490;A000485069;Responsabile dell'attività di intermediazione;
11940;A000503794;A000575509;Responsabile dell'attività di intermediazione;
11941;A000680879;A000192619;Responsabile dell'attività di intermediazione;
11942;A000679069;A000759325;Responsabile dell'attività di intermediazione;
11943;A000246062;A000761306;Responsabile dell'attività di intermediazione;
